CustID,CreditScore,Geography,Gender,Age,Tenure,Balance,Num Of accounts,Cr Card,active member,monthly Salary,Bank customer Exited
6139,477,France,Male,47,9,144900.58,1,1,Inactive,61315.37,Exited
6140,652,France,Female,37,4,0,2,1,Inactive,143393.24,Non_exited
6141,488,France,Female,31,8,97588.6,1,0,Inactive,124210.53,Non_exited
6142,572,France,Male,24,1,0,2,1,Active,151460.84,Non_exited
6143,755,France,Female,38,1,0,2,1,Inactive,20734.81,Non_exited
6144,779,Germany,Female,24,10,122200.31,2,1,Inactive,43705.56,Non_exited
6145,693,Spain,Female,46,3,151709.33,1,1,Inactive,180736.24,Non_exited
6146,530,Spain,Female,22,7,0,2,1,Inactive,104170.48,Non_exited
6147,738,Spain,Female,33,3,122134.4,2,0,Active,27867.59,Non_exited
6148,690,Germany,Male,31,2,137260.45,2,1,Inactive,55387.28,Non_exited
6149,611,France,Female,30,9,88594.14,1,1,Inactive,196332.45,Non_exited
6150,643,Spain,Male,34,6,0,2,1,Active,116046.22,Non_exited
6151,632,Germany,Male,41,8,127205.32,4,1,Inactive,93874.87,Exited
6152,727,Spain,Female,31,10,96997.09,2,0,Inactive,76614.04,Non_exited
6153,508,France,Female,64,2,0,1,1,Active,6076.62,Non_exited
6154,550,France,Male,31,5,142200.19,2,1,Active,122221.71,Non_exited
6155,754,Germany,Female,39,3,160761.41,1,1,Active,24156.03,Non_exited
6156,759,France,Male,26,4,0,2,1,Inactive,135394.62,Non_exited
6157,794,Spain,Male,33,8,0,2,0,Inactive,91340.02,Non_exited
6158,549,France,Male,29,3,0,2,1,Inactive,146090.38,Non_exited
6159,671,France,Male,31,0,116234.61,1,1,Inactive,172096.08,Non_exited
6160,756,Germany,Female,26,5,155143.52,1,0,Active,135034.57,Exited
6161,632,France,Female,21,1,0,2,1,Inactive,84008.66,Non_exited
6162,579,France,Male,38,8,0,2,0,Inactive,91763.67,Non_exited
6163,748,France,Male,34,5,84009.47,1,1,Active,137001.1,Non_exited
6164,488,Germany,Female,28,7,139246.22,2,1,Inactive,106799.49,Non_exited
6165,710,Germany,Male,58,7,170113,2,0,Active,10494.64,Non_exited
6166,619,Spain,Female,41,8,0,3,1,Active,79866.73,Exited
6167,773,France,Male,64,2,145578.28,1,0,Active,186172.85,Non_exited
6168,657,Spain,Male,75,7,126273.95,1,0,Active,91673.6,Non_exited
6169,579,France,Female,26,10,162482.76,1,1,Active,18458.2,Non_exited
6170,542,France,Male,29,9,0,1,1,Inactive,8342.35,Non_exited
6171,709,France,Female,32,2,87814.89,1,1,Inactive,138578.37,Non_exited
6172,617,Spain,Male,61,3,113858.95,1,1,Active,38129.22,Non_exited
6173,568,Germany,Male,43,5,87612.64,4,1,Active,107155.4,Exited
6174,769,France,Female,73,1,0,1,1,Active,29792.11,Non_exited
6175,608,Germany,Male,26,1,106648.98,1,0,Active,7063.6,Non_exited
6176,503,Spain,Male,31,4,0,2,1,Active,21645.06,Non_exited
6177,608,Germany,Female,38,8,103653.51,2,1,Active,137079.86,Non_exited
6178,731,Germany,Male,37,3,116880.53,1,0,Inactive,172718.35,Exited
6179,850,Germany,Female,40,4,97990.49,2,0,Inactive,106691.02,Non_exited
6180,591,Germany,Female,34,4,150635.3,1,1,Active,72274.84,Non_exited
6181,579,Spain,Male,37,4,0,2,1,Active,32246.63,Non_exited
6182,570,France,Male,39,10,129674.89,2,1,Inactive,80552.36,Non_exited
6183,709,France,Female,37,9,0,2,1,Inactive,16733.59,Non_exited
6184,611,France,Male,53,3,83568.26,1,0,Inactive,1235.49,Non_exited
6185,775,Spain,Male,48,4,178144.91,2,0,Inactive,50168.41,Exited
6186,699,Germany,Male,36,6,147137.74,1,1,Active,33687.9,Non_exited
6187,618,France,Male,37,5,0,1,0,Active,178705.45,Exited
6188,704,France,Male,36,3,114370.41,1,0,Active,66810.48,Non_exited
6189,835,Germany,Female,47,5,108289.28,2,1,Active,45859.55,Exited
6190,714,Germany,Male,39,3,149887.49,2,1,Inactive,63846.36,Non_exited
6191,581,Spain,Female,43,4,170172.9,1,0,Active,100236.02,Non_exited
6192,592,France,Male,27,3,0,2,1,Active,19645.65,Non_exited
6193,551,France,Male,43,7,0,2,1,Inactive,178393.68,Non_exited
6194,689,Germany,Female,28,2,64808.32,2,0,Inactive,78591.15,Non_exited
6195,604,France,Female,56,0,62732.65,1,0,Active,124954.56,Non_exited
6196,514,France,Female,41,7,0,2,1,Active,3756.65,Non_exited
6197,698,France,Male,29,5,95167.55,1,1,Active,152723.23,Non_exited
6198,581,Germany,Female,54,2,152508.99,1,1,Inactive,187597.98,Exited
6199,573,Germany,Male,31,0,134644.19,1,1,Active,70381.49,Non_exited
6200,449,Spain,Female,33,8,0,2,0,Inactive,156792.89,Non_exited
6201,850,Germany,Female,31,3,51293.47,1,0,Inactive,35534.68,Non_exited
6202,612,France,Male,41,5,0,3,0,Inactive,151256.22,Non_exited
6203,690,Spain,Male,49,8,116622.73,1,0,Active,51011.29,Non_exited
6204,599,Spain,Female,49,2,0,2,1,Inactive,111190.53,Non_exited
6205,498,France,Male,33,1,198113.86,1,1,Inactive,69664.35,Non_exited
6206,497,France,Female,29,4,85646.81,1,0,Inactive,63233.02,Exited
6207,802,Spain,Male,51,7,0,1,0,Active,40855.79,Non_exited
6208,644,France,Male,33,9,141234.98,1,1,Inactive,95673.05,Non_exited
6209,714,France,Male,34,10,0,2,1,Active,80234.14,Non_exited
6210,690,France,Female,40,9,77641.99,1,0,Inactive,189051.59,Exited
6211,522,Spain,Male,30,3,0,2,1,Inactive,145490.85,Non_exited
6212,502,Germany,Female,40,7,117304.29,1,0,Inactive,196278.32,Non_exited
6213,730,Spain,Female,62,2,0,2,1,Active,162889.1,Non_exited
6214,590,Germany,Male,36,6,92340.69,2,1,Active,174667.58,Non_exited
6215,458,Germany,Male,35,9,146780.52,2,1,Active,3476.38,Non_exited
6216,553,Spain,Male,41,6,144974.55,1,1,Active,19344.92,Non_exited
6217,479,France,Male,47,1,0,1,1,Inactive,95270.83,Non_exited
6218,693,France,Male,31,2,0,2,1,Active,107759.31,Non_exited
6219,707,Spain,Male,43,10,0,2,1,Inactive,118368.2,Non_exited
6220,636,Spain,Male,37,1,115137.26,1,1,Inactive,52484.01,Non_exited
6221,807,France,Male,33,10,101952.97,2,1,Inactive,178153.65,Non_exited
6222,513,France,Female,45,0,164649.52,3,1,Inactive,49915.52,Exited
6223,582,France,Male,31,2,0,2,1,Active,33747.03,Non_exited
6224,694,France,Male,32,0,91956.49,1,1,Active,59961.81,Non_exited
6225,777,France,Male,39,8,0,2,1,Active,18613.52,Non_exited
6226,598,Germany,Male,32,9,123938.6,2,1,Inactive,198894.42,Non_exited
6227,762,Germany,Male,46,6,123571.77,3,0,Active,57014.17,Exited
6228,588,France,Female,34,3,120777.88,1,1,Active,131729.52,Non_exited
6229,663,Germany,Male,42,5,90248.79,1,1,Active,79169.73,Non_exited
6230,777,France,Male,36,7,0,1,1,Inactive,106472.34,Non_exited
6231,592,France,Male,71,4,0,2,0,Active,17013.54,Non_exited
6232,631,Germany,Male,48,1,106396.48,1,1,Active,150661.42,Exited
6233,725,Germany,Female,47,1,104887.43,1,0,Inactive,86622.56,Exited
6234,850,France,Male,34,2,72079.71,1,1,Active,115767.93,Non_exited
6235,540,France,Male,37,6,0,2,1,Inactive,141998.89,Non_exited
6236,674,Spain,Male,36,2,0,2,1,Active,182787.17,Non_exited
6237,553,France,Male,38,3,99844.68,1,0,Inactive,187915.7,Non_exited
6238,630,France,Female,28,1,0,2,1,Active,133267.78,Non_exited
6239,466,France,Male,26,3,156815.71,1,1,Active,137476.09,Non_exited
6240,613,France,Male,47,6,146034.74,1,1,Active,77146.14,Non_exited
6241,558,France,Male,27,1,152283.39,1,1,Inactive,183271.15,Non_exited
6242,775,Germany,Female,33,1,118897.1,2,1,Active,26362.4,Non_exited
6243,698,Germany,Male,52,8,96781.39,1,1,Active,153373.71,Non_exited
6244,608,Germany,Male,33,1,102772.67,2,1,Inactive,70705.58,Non_exited
6245,670,Spain,Female,20,4,0,2,1,Inactive,119759.24,Non_exited
6246,591,Spain,Male,39,8,0,2,0,Inactive,42392.24,Non_exited
6247,633,France,Male,40,4,150578,1,0,Active,34670.62,Exited
6248,678,France,Female,46,1,0,2,0,Inactive,82106.19,Non_exited
6249,590,France,Male,47,3,0,2,1,Inactive,171774.5,Non_exited
6250,705,France,Female,48,0,0,2,0,Inactive,149772.61,Non_exited
6251,608,France,Male,42,10,163548.07,1,1,Inactive,38866.85,Non_exited
6252,682,France,Female,37,8,148580.12,1,1,Inactive,35179.18,Non_exited
6253,596,Germany,Male,32,3,96709.07,2,0,Inactive,41788.37,Non_exited
6254,395,Germany,Female,34,5,106011.59,1,1,Active,17376.57,Exited
6255,578,Germany,Male,37,1,135650.88,1,1,Inactive,199428.19,Non_exited
6256,547,Germany,Male,55,4,111362.76,3,1,Inactive,16922.28,Exited
6257,609,France,Male,37,1,39344.83,1,1,Active,178291.89,Exited
6258,774,Germany,Male,36,9,130809.77,1,1,Inactive,152290.28,Non_exited
6259,712,France,Female,27,2,133009.51,1,1,Inactive,126809.15,Non_exited
6260,585,Germany,Female,28,9,135337.49,2,1,Active,40385.61,Non_exited
6261,666,France,Female,32,10,112536.57,2,1,Active,34350.54,Non_exited
6262,708,Spain,Female,35,8,122570.69,1,0,Inactive,199005.88,Non_exited
6263,513,France,Male,44,1,63562.02,2,0,Active,52629.73,Exited
6264,445,France,Male,37,3,0,2,1,Active,180012.39,Non_exited
6265,690,Germany,Male,44,9,100368.63,2,0,Inactive,35342.33,Non_exited
6266,850,France,Male,37,6,0,2,1,Inactive,109291.22,Non_exited
6267,537,Spain,Female,33,7,136082,1,1,Inactive,62746.54,Non_exited
6268,705,Germany,Male,48,9,114169.16,1,0,Inactive,173273.2,Exited
6269,670,France,Female,45,5,47884.92,1,1,Active,54340.24,Non_exited
6270,652,Spain,Female,36,1,0,2,1,Active,19302.78,Non_exited
6271,696,Spain,Male,24,9,0,1,0,Inactive,10883.52,Non_exited
6272,747,France,Male,49,6,202904.64,1,1,Active,17298.72,Exited
6273,511,France,Female,46,1,0,1,1,Active,115779.48,Exited
6274,743,Spain,Male,43,2,161807.18,2,0,Active,93228.86,Exited
6275,532,Germany,Male,52,3,110791.97,1,1,Inactive,148704.77,Exited
6276,642,Spain,Female,33,9,0,2,1,Active,150475.14,Non_exited
6277,554,Germany,Female,54,6,108755,1,1,Inactive,40914.32,Exited
6278,604,Spain,Female,34,3,0,2,1,Inactive,38587.7,Non_exited
6279,602,France,Female,72,3,0,2,1,Active,171260.66,Non_exited
6280,757,Spain,Female,55,9,117294.12,4,1,Inactive,94187.47,Exited
6281,491,Germany,Male,26,4,102251.14,1,1,Active,145900.89,Non_exited
6282,850,France,Male,31,4,0,2,0,Inactive,152298.28,Non_exited
6283,521,France,Male,22,5,0,2,1,Active,99828.45,Non_exited
6284,726,France,Male,37,2,132057.92,2,1,Inactive,34743.98,Non_exited
6285,596,France,Male,33,8,0,1,1,Inactive,121189.3,Exited
6286,850,Germany,Female,35,7,114285.2,1,0,Active,129660.59,Non_exited
6287,637,France,Female,41,9,0,2,1,Inactive,145477.36,Non_exited
6288,690,Spain,Male,32,2,76087.98,1,0,Active,151822.66,Non_exited
6289,689,France,Male,40,8,160272.27,1,1,Inactive,49656.24,Non_exited
6290,633,Spain,Male,63,4,114552.6,1,1,Inactive,73856.28,Exited
6291,555,France,Female,27,8,102000.17,1,1,Active,116757,Non_exited
6292,563,Spain,Male,24,7,0,2,0,Inactive,16319.56,Non_exited
6293,494,France,Female,33,1,137853,1,0,Active,90273.85,Non_exited
6294,534,France,Male,27,9,0,2,1,Inactive,161344.13,Non_exited
6295,696,Germany,Male,42,7,162318.61,1,1,Inactive,121061.89,Non_exited
6296,535,Spain,Female,50,1,140292.58,3,0,Inactive,69531.22,Exited
6297,600,France,Male,34,0,0,2,0,Active,3756.23,Non_exited
6298,807,France,Female,34,1,0,1,0,Inactive,114448.13,Non_exited
6299,714,France,Female,52,2,0,1,0,Active,144045.08,Exited
6300,590,France,Male,24,7,126431.54,1,1,Inactive,58781.11,Non_exited
6301,614,France,Female,41,3,123475.04,1,1,Active,179227.52,Non_exited
6302,766,Germany,Female,45,6,97652.96,1,1,Inactive,127332.33,Non_exited
6303,557,Spain,Male,42,4,0,2,0,Active,86642.38,Non_exited
6304,788,Germany,Female,49,4,137455.99,1,1,Inactive,184178.29,Exited
6305,648,France,Female,38,2,0,2,0,Active,9551.49,Non_exited
6306,726,Germany,Female,33,7,99046.31,2,1,Active,56053.06,Non_exited
6307,773,France,Male,33,9,0,2,1,Active,1118.31,Non_exited
6308,583,Germany,Male,27,4,105907.42,2,1,Active,195732.04,Non_exited
6309,565,Germany,Male,52,5,97720.35,2,1,Inactive,175070.94,Exited
6310,705,France,Male,25,9,0,2,0,Active,112331.19,Non_exited
6311,685,Spain,Male,43,4,97392.18,2,1,Inactive,43956.83,Non_exited
6312,741,France,Male,29,8,0,2,1,Active,115994.52,Non_exited
6313,658,Germany,Female,28,9,152812.58,1,1,Inactive,166682.57,Non_exited
6314,575,France,Male,27,3,139301.68,1,1,Inactive,99843.98,Non_exited
6315,844,France,Female,41,10,76319.64,1,1,Active,141175.18,Exited
6316,559,Spain,Male,67,9,125919.35,1,1,Inactive,175910.95,Exited
6317,725,France,Male,37,6,124348.38,2,0,Active,176984.34,Non_exited
6318,450,France,Male,29,7,117199.8,1,1,Active,43480.63,Non_exited
6319,738,Germany,Female,57,9,148384.64,1,0,Inactive,155047.11,Exited
6320,642,Germany,Female,19,3,113905.48,1,1,Active,176137.2,Non_exited
6321,618,Spain,Male,32,5,133476.09,1,0,Active,154843.4,Non_exited
6322,590,France,Male,47,0,117879.32,1,1,Active,8214.46,Non_exited
6323,735,France,Male,50,2,0,2,0,Active,147075.69,Non_exited
6324,550,France,Male,34,8,122359.5,1,0,Inactive,116495.55,Non_exited
6325,729,Spain,Female,28,0,0,2,1,Active,31165.06,Exited
6326,743,Germany,Male,59,5,108585.35,1,1,Active,192127.22,Exited
6327,555,France,Male,31,8,145875.74,1,1,Inactive,137491.23,Non_exited
6328,667,Spain,Female,36,3,121542.57,2,1,Active,186841.71,Non_exited
6329,790,Spain,Female,41,7,109508.68,1,0,Inactive,86776.38,Non_exited
6330,727,Germany,Male,34,2,146407.11,1,1,Active,72073.72,Non_exited
6331,744,France,Female,39,6,0,1,0,Inactive,10662.58,Non_exited
6332,629,Germany,Male,35,8,112330.83,1,1,Active,91001.02,Non_exited
6333,619,France,Female,35,4,90413.12,1,1,Active,20555.21,Non_exited
6334,634,France,Male,34,8,105302.66,1,1,Active,123164.97,Non_exited
6335,608,Spain,Female,35,6,0,2,1,Active,143463.28,Non_exited
6336,507,France,Female,35,1,0,2,0,Inactive,92131.54,Non_exited
6337,536,Germany,Female,35,4,121520.36,1,0,Inactive,77178.42,Non_exited
6338,730,Spain,Female,43,1,103960.38,1,1,Active,193650.16,Non_exited
6339,583,Germany,Male,39,8,102945.01,1,0,Inactive,52861.89,Non_exited
6340,644,France,Female,24,8,92760.55,1,1,Inactive,35896.75,Non_exited
6341,790,Spain,Male,37,8,0,2,1,Active,149418.41,Non_exited
6342,807,Germany,Female,40,1,134590.21,1,1,Active,46253.65,Non_exited
6343,581,France,Female,37,10,104255.03,1,1,Inactive,86609.37,Non_exited
6344,627,Spain,Female,55,6,0,1,0,Inactive,91943.94,Exited
6345,850,France,Male,41,3,0,2,1,Inactive,128892.36,Non_exited
6346,754,France,Female,35,4,0,2,1,Inactive,44830.71,Non_exited
6347,551,Germany,Male,50,1,121399.98,1,0,Active,84508.44,Exited
6348,637,Germany,Male,35,8,147127.81,2,1,Active,84760.7,Non_exited
6349,699,Spain,Male,31,8,125927.51,2,1,Inactive,147661.47,Non_exited
6350,542,France,Female,25,7,0,2,0,Active,82393.08,Non_exited
6351,640,Germany,Male,48,1,111599.32,1,0,Active,135995.58,Non_exited
6352,553,France,Female,27,3,0,2,0,Inactive,159800.16,Non_exited
6353,741,France,Male,38,9,0,2,1,Inactive,14379.01,Non_exited
6354,598,France,Male,35,8,114212.6,1,1,Active,74322.85,Non_exited
6355,660,Spain,Female,42,5,0,3,1,Active,189016.24,Exited
6356,618,Spain,Male,41,4,115251.64,1,0,Inactive,136435.75,Non_exited
6357,647,France,Male,43,9,0,2,1,Active,78488.39,Non_exited
6358,491,France,Female,68,3,107571.61,1,0,Active,113695.99,Non_exited
6359,652,France,Female,32,2,0,2,1,Inactive,54628.11,Non_exited
6360,650,Germany,Female,45,9,152367.21,3,1,Inactive,150835.21,Exited
6361,413,Germany,Male,39,1,130969.77,2,1,Active,158891.79,Non_exited
6362,416,Germany,Female,25,0,97738.97,2,1,Active,160523.33,Non_exited
6363,629,Spain,Male,34,8,0,2,1,Active,180595.02,Non_exited
6364,678,Spain,Female,40,4,113794.22,1,1,Inactive,16618.76,Non_exited
6365,527,Spain,Male,28,6,128396.33,2,1,Inactive,79919.97,Non_exited
6366,743,Spain,Female,48,5,118207.69,2,0,Inactive,186489.14,Exited
6367,683,Germany,Male,73,9,124730.26,1,1,Active,51999.5,Non_exited
6368,536,France,Female,41,9,0,1,1,Inactive,121299.14,Non_exited
6369,663,Spain,Male,52,0,136298.65,1,1,Inactive,144593.3,Exited
6370,646,France,Female,38,2,0,2,0,Inactive,178752.73,Non_exited
6371,707,France,Male,35,2,0,3,1,Active,94148.3,Non_exited
6372,602,France,Male,34,5,0,2,1,Active,77414.45,Non_exited
6373,635,France,Female,47,2,125724.95,2,1,Inactive,63236.97,Non_exited
6374,597,France,Male,67,2,0,2,0,Active,108645.85,Non_exited
6375,503,France,Male,38,1,0,2,1,Active,95153.24,Non_exited
6376,524,Spain,Female,64,5,0,1,1,Inactive,136079.64,Exited
6377,700,France,Male,46,5,95872.86,1,1,Inactive,98273.01,Exited
6378,692,France,Male,33,9,0,1,1,Inactive,113505.93,Exited
6379,562,France,Male,37,2,0,1,0,Active,52525.15,Exited
6380,679,France,Male,37,7,74260.03,1,1,Inactive,194617.98,Non_exited
6381,603,Germany,Male,35,1,123407.69,1,1,Inactive,152541.89,Exited
6382,720,Spain,Male,33,3,123783.91,2,1,Active,142903.44,Non_exited
6383,797,France,Male,24,5,0,2,1,Inactive,182257.61,Non_exited
6384,594,France,Male,36,6,153880.15,1,0,Inactive,135431.72,Non_exited
6385,529,France,Female,31,7,0,2,1,Active,175697.87,Non_exited
6386,606,Germany,Female,32,1,106301.85,2,0,Active,59061.25,Non_exited
6387,621,Spain,Female,40,7,0,2,0,Active,131283.6,Exited
6388,513,France,Female,43,9,0,2,1,Inactive,152499.8,Non_exited
6389,753,Germany,Male,44,3,138076.47,1,1,Inactive,15523.09,Exited
6390,605,France,Female,30,9,135422.31,1,0,Active,186418.85,Non_exited
6391,574,Spain,Female,37,7,0,2,1,Inactive,32262.28,Non_exited
6392,726,France,Female,38,5,126875.62,1,1,Inactive,128052.29,Non_exited
6393,611,Spain,Female,28,3,96381.68,2,1,Inactive,181419.29,Non_exited
6394,593,Germany,Female,41,4,119703.1,2,1,Active,109783.29,Non_exited
6395,466,Germany,Male,41,2,152102.18,2,1,Inactive,181879.56,Non_exited
6396,741,Germany,Female,36,0,127675.39,2,1,Inactive,74260.16,Non_exited
6397,684,Germany,Female,44,2,133776.86,2,0,Active,49865.04,Non_exited
6398,550,Spain,Female,33,9,72788.03,1,1,Active,103608.06,Non_exited
6399,593,Spain,Male,26,9,76226.9,1,1,Inactive,167564.82,Non_exited
6400,601,Germany,Male,48,9,163630.76,1,0,Active,41816.49,Exited
6401,676,Spain,Female,30,5,0,2,0,Inactive,179066.58,Non_exited
6402,556,France,Female,46,10,0,2,0,Inactive,109184.24,Non_exited
6403,719,France,Male,36,3,155423.17,1,1,Active,199841.32,Non_exited
6404,850,Germany,Male,55,0,98710.89,1,1,Active,83617.17,Exited
6405,649,Spain,Female,49,2,0,1,1,Inactive,84863.85,Exited
6406,509,Spain,Male,41,7,126683.8,1,0,Active,114775.53,Non_exited
6407,684,France,Male,33,4,140700.61,1,1,Inactive,103557.93,Non_exited
6408,806,Germany,Male,30,8,168078.83,1,1,Inactive,85028.36,Exited
6409,729,Spain,Male,44,4,107726.93,2,1,Inactive,153064.87,Non_exited
6410,683,France,Female,33,9,0,2,1,Active,38784.42,Non_exited
6411,689,Spain,Female,63,1,0,2,1,Active,186526.12,Non_exited
6412,672,Germany,Female,21,1,35741.69,1,1,Inactive,28789.94,Non_exited
6413,602,Germany,Female,53,5,98268.84,1,0,Active,45038.29,Exited
6414,739,France,Female,20,4,133800.98,1,0,Active,150245.81,Non_exited
6415,618,France,Female,21,2,125682.79,1,0,Inactive,57762,Non_exited
6416,674,France,Female,42,9,0,2,1,Inactive,4292.72,Non_exited
6417,762,France,Male,26,6,130428.78,1,1,Inactive,173365.89,Non_exited
6418,790,Spain,Male,37,6,0,2,1,Active,119484.01,Non_exited
6419,754,Spain,Female,27,8,0,2,0,Inactive,121821.16,Non_exited
6420,729,France,Male,44,6,0,2,1,Inactive,151733.43,Non_exited
6421,606,Germany,Female,47,0,137138.2,2,0,Active,53784.22,Non_exited
6422,616,France,Male,23,8,73112.95,1,1,Active,62733.05,Non_exited
6423,772,France,Male,47,9,152347.01,1,0,Active,17671.78,Non_exited
6424,652,Spain,Male,41,8,115144.68,1,1,Inactive,188905.43,Non_exited
6425,743,France,Male,43,5,0,2,0,Inactive,113079.19,Exited
6426,793,France,Male,39,3,137817.52,1,0,Inactive,83997.79,Non_exited
6427,743,Spain,Male,45,7,157332.26,1,1,Inactive,125424.42,Non_exited
6428,746,France,Male,37,2,0,2,1,Inactive,143194.05,Non_exited
6429,627,Germany,Female,39,5,124586.93,1,1,Inactive,93132.61,Exited
6430,713,Spain,Male,38,6,116980.78,2,0,Active,76038.38,Non_exited
6431,678,Spain,Female,40,3,128398.38,1,1,Inactive,168658.3,Non_exited
6432,540,Spain,Male,39,1,0,1,0,Active,108419.41,Non_exited
6433,615,Germany,Female,33,3,137657.25,2,1,Active,171657.57,Non_exited
6434,415,Spain,Male,53,5,167259.44,1,1,Active,22357.25,Non_exited
6435,628,France,Female,45,8,0,2,1,Inactive,193903.06,Non_exited
6436,700,France,Male,26,4,119009.57,1,1,Inactive,141926.43,Non_exited
6437,623,Germany,Male,33,2,80002.33,1,1,Active,104079.62,Non_exited
6438,623,France,Female,37,4,140211.88,1,1,Active,93832.33,Non_exited
6439,679,France,Female,44,3,118742.74,2,1,Inactive,1568.91,Non_exited
6440,632,Spain,Male,37,1,138207.08,1,1,Inactive,60778.11,Exited
6441,790,France,Female,47,10,148636.21,1,0,Active,16119.96,Exited
6442,514,France,Male,45,1,178827.79,1,1,Inactive,60375.18,Non_exited
6443,491,France,Male,33,5,83134.3,1,1,Inactive,187946.55,Non_exited
6444,753,France,Male,92,3,121513.31,1,0,Active,195563.99,Non_exited
6445,693,Germany,Female,37,6,95900.04,1,1,Active,38196.24,Non_exited
6446,679,France,Female,30,1,112543.42,1,1,Active,179435.21,Non_exited
6447,529,Spain,Male,34,9,0,1,1,Active,93208.22,Non_exited
6448,619,Spain,Female,31,3,141751.82,1,0,Active,61531.86,Non_exited
6449,680,Spain,Female,37,6,124140.57,2,1,Inactive,92826.35,Non_exited
6450,693,Germany,Male,45,2,116546.59,2,0,Inactive,23140.28,Exited
6451,834,France,Female,28,6,0,1,1,Inactive,74287.53,Non_exited
6452,636,Spain,Female,29,6,157576.47,2,1,Active,101102.39,Non_exited
6453,538,Spain,Male,43,5,0,2,1,Inactive,126933.73,Non_exited
6454,566,Germany,Female,44,5,141428.99,2,0,Inactive,68408.74,Non_exited
6455,597,Spain,Male,35,0,127510.99,1,1,Active,155356.34,Non_exited
6456,711,France,Female,29,9,0,2,0,Active,3234.8,Non_exited
6457,606,France,Male,31,10,0,2,1,Inactive,195209.4,Non_exited
6458,615,Spain,Male,51,6,81818.49,1,1,Active,169149.38,Non_exited
6459,589,France,Male,36,1,100895.54,1,1,Active,68075.14,Non_exited
6460,606,Germany,Male,45,5,63832.43,1,1,Active,93707.8,Non_exited
6461,582,France,Male,29,4,0,2,0,Inactive,156153.27,Non_exited
6462,710,France,Female,36,4,116085.06,1,1,Inactive,58601.61,Non_exited
6463,467,France,Male,57,1,0,2,1,Active,114448.77,Non_exited
6464,749,France,Male,30,1,0,2,0,Active,126551.65,Non_exited
6465,564,Germany,Female,33,2,115761.51,1,0,Active,112350.21,Exited
6466,730,Spain,Male,26,6,0,2,1,Active,185808.7,Non_exited
6467,678,Germany,Male,32,4,139626.01,1,1,Active,118235.52,Exited
6468,540,France,Female,31,7,0,1,0,Active,183051.6,Exited
6469,767,France,Female,35,6,115576.44,1,0,Active,27922.45,Non_exited
6470,615,France,Female,23,4,0,2,1,Inactive,196476.19,Non_exited
6471,583,Germany,Female,41,5,77647.6,1,1,Inactive,190429.52,Non_exited
6472,850,France,Female,40,5,0,2,1,Inactive,35034.15,Non_exited
6473,651,Germany,Female,34,10,148962.46,1,1,Inactive,66389.43,Exited
6474,798,France,Male,22,8,0,2,1,Inactive,107615.43,Non_exited
6475,695,France,Male,37,2,0,2,1,Active,99692.65,Non_exited
6476,497,Germany,Male,41,5,80542.81,1,0,Inactive,88729.22,Exited
6477,739,France,Male,40,4,0,2,0,Inactive,173321.65,Non_exited
6478,549,France,Female,34,4,0,2,0,Inactive,139463.57,Non_exited
6479,850,France,Male,35,9,102050.47,1,1,Active,3769.71,Non_exited
6480,648,Spain,Male,49,5,0,1,1,Inactive,149946.43,Exited
6481,679,France,Female,24,6,114948.76,2,0,Active,135768.25,Non_exited
6482,606,Germany,Male,39,8,136000.45,2,1,Inactive,31708.53,Non_exited
6483,850,France,Male,32,4,156001.68,2,1,Active,151677.31,Non_exited
6484,619,Germany,Male,41,3,147974.16,2,1,Inactive,170518.83,Non_exited
6485,719,Spain,Male,44,2,0,2,1,Inactive,196582.19,Non_exited
6486,640,Germany,Male,26,5,90402.77,1,1,Active,3298.65,Non_exited
6487,710,France,Male,40,5,0,2,0,Inactive,162878.96,Non_exited
6488,580,France,Male,31,2,0,2,0,Active,64014.24,Non_exited
6489,550,France,Male,44,9,0,2,1,Inactive,26257.01,Non_exited
6490,841,France,Female,31,3,162701.65,2,1,Active,126794.56,Non_exited
6491,760,France,Male,34,2,0,2,1,Inactive,164162.44,Non_exited
6492,687,France,Female,30,6,0,2,0,Inactive,179206.92,Non_exited
6493,753,Germany,Female,35,5,82453.96,2,0,Inactive,18254.75,Non_exited
6494,661,France,Male,35,9,100107.99,1,1,Inactive,83949.68,Non_exited
6495,699,France,Male,28,7,0,2,1,Active,22684.78,Non_exited
6496,617,Germany,Female,39,5,83348.89,3,1,Inactive,7953.62,Exited
6497,595,Germany,Female,44,4,96553.52,2,1,Inactive,143952.24,Exited
6498,669,France,Male,50,9,201009.64,1,1,Inactive,158032.5,Exited
6499,613,France,Female,27,5,125167.74,1,1,Inactive,199104.52,Non_exited
6500,782,France,Male,32,9,0,1,1,Active,87566.97,Non_exited
6501,582,France,Female,43,5,153313.67,1,0,Inactive,170563.73,Non_exited
6502,679,France,Male,30,9,0,2,1,Inactive,157871.55,Non_exited
6503,611,France,Female,40,2,125879.29,1,1,Inactive,93203.43,Non_exited
6504,455,Germany,Female,37,6,170057.62,1,0,Active,54398.56,Non_exited
6505,621,France,Male,32,1,0,2,1,Active,168779.47,Non_exited
6506,596,Germany,Male,48,2,131326.47,1,0,Inactive,1140.02,Exited
6507,585,Spain,Female,56,1,128472.8,1,1,Inactive,186476.91,Exited
6508,742,France,Male,32,6,160485.16,1,1,Inactive,29023.03,Non_exited
6509,850,Germany,Male,42,6,84445.68,3,0,Active,60021.34,Exited
